,Product_name,Prices,Description,Reviews
521,"vivo Y300 5G (Phantom Purple, 256 GB)","₹22,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display50MP + 2MP | 32MP Front Camera5000 mAh Battery4 Gen 2 Processor1 Year Warranty on Handset and 6 Months on Inbox Accessories,4.4
522,"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
523,"POCO F6 5G (Titanium, 512 GB)","₹33,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
524,"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹22,405",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
525,"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
526,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹13,999",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
527,"OPPO F29 Pro 5G (Marble White, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
528,"vivo T3 5G (Crystal Flake, 256 GB)","₹20,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
529,"OnePlus Nord 5 (Phantom Grey, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 50MP Front Camera6800 mAh BatteryQualcomm® Snapdragon™ 8s Gen 3 Mobile Platform Processor1 Year manufacturer,4.5
530,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
531,"Motorola Edge 50 Pro 5G with 68W Charger (Vanilla Cream, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,4.3
532,"realme GT 6T 5G (Miracle Purple, 256 GB)",Not given,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5
533,"vivo V50e 5G (Pearl White, 128 GB)","₹24,499",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 50MP Front Camera5600 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.4
534,"OnePlus Nord 2T 5G (Gray Shadow, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 Month,4.3
535,"realme 14 Pro 5G (Pearl White, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
536,"OnePlus Nord CE4 lite 5G (SUPER SILVER, 256 GB)","₹20,899",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,4.4
537,"realme 13 Pro 5G (Monet Purple, 256 GB)","₹32,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
538,"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)","₹16,876",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
539,"vivo T4 Ultra 5G (Phoenix Gold, 256 GB)","₹37,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.5
540,"realme 14 Pro Lite 5G (Glass Gold, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
541,"vivo V50e 5G (Pearl White, 256 GB)",Not given,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 50MP Front Camera5600 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.4
542,"POCO X6 Pro 5G (Spectre Black, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
543,"IQOO Z7 Pro 5G (Blue Lagoon, 128 GB)","₹26,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
544,"REDMI Note 13 Pro 5G (Arctic White, 128 GB)","₹28,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
545,"OPPO F31 Pro+ 5G (Gemstone Blue, 256 GB)","₹34,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera7000 mAh Battery7 Gen 3 Mobile Platform Processor1 Year brand warranty,4.4
546,"MOTOROLA Edge 70 Fusion (Pantone ORIENT BLUE, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 13MP | 32MP Front Camera7000 mAh BatterySnapdragon 7s Gen 4 Processor1 Year on Handset and 6 Months on Accessories,4.3
547,"vivo V30 5G (Peacock Green, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
548,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)","₹27,987",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
549,"vivo T4 5G (Phantom Grey, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.4
550,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",Not given,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
551,"OnePlus 11R 5G (Sonic Black, 128 GB)","₹30,022",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.5
552,"OPPO F29 Pro 5G (Granite Black, 256 GB)","₹23,988",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
553,"vivo T4 Ultra 5G (Meteor Grey, 256 GB)","₹37,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP + 8MP + 50MP Periscope | 32MP Front Camera5500 mAh BatteryDimensity 9300+ Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,4.5
554,"MOTOROLA Edge 70 Fusion (Pantone COUNTRY AIR, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 13MP | 32MP Front Camera7000 mAh BatterySnapdragon 7s Gen 4 Processor1 Year on Handset and 6 Months on Accessories,4.3
555,"Motorola Edge 40 Neo (Peach Fuzz, 128 GB)","₹27,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories,4.3
556,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
557,"OnePlus Nord CE5 5G (Marble Mist, 256 GB)","₹26,399",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7100 mAh Battery1 Year Warranty,4.5
558,"REDMI Note 15 Pro + 5G (Mirage Blue, 256 GB)",Not given,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display200MP Rear Camera6500 mAh Battery12 Months Brand Warranty,4.3
559,"Samsung Galaxy F36 5G (Red, 128 GB)","₹21,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
560,"vivo T2 5G (Nitro Blaze, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM16.21 cm (6.38 inch) Full HD+ Display64 MP (OIS) + 2MP | 16MP Front Camera4500 mAh BatterySnapdragon 695 Processor1 Year of Device & 6 Months for Inbox Accessories,4.3
561,"Samsung Galaxy A37 5G (Awesome Lavender, 256 GB)","₹45,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display50MP + 8MP | 12MP Front Camera5000 mAh Li-ion BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
562,"OnePlus Nord 2T 5G (Gray Shadow, 128 GB)",Not given,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 32MP Front Camera4500 mAh Battery12 Month,4.3
563,"REDMI Note 14 Pro 5G (Titan Black, 128 GB)","₹18,279",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.4
564,"Samsung Galaxy A37 5G (Awesome Charcoal, 128 GB)","₹41,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display50MP + 8MP | 12MP Front Camera5000 mAh Li-ion BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
565,"MOTOROLA Edge 70 Fusion (Pantone SILHOUETTE, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Super HD Display50MP + 13MP | 32MP Front Camera7000 mAh BatterySnapdragon 7s Gen 4 Processor1 Year on Handset and 6 Months on Accessories,4.4
566,"OPPO F27 Pro+ (Dusk Pink, 256 GB)","₹34,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
567,"realme 14 Pro+ 5G (Bikaner Purple, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
568,"OnePlus Nord CE4 lite 5G (MEGA BLUE, 256 GB)","₹21,295",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,4.4
569,"POCO F5 5G (Carbon Black, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
570,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹12,499",4 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
571,"realme 11 Pro 5G (Oasis Green, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display100MP (OIS) + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4
572,"Samsung Galaxy M35 5G (Moonlight Blue, 256 GB)","₹20,400",8 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,4.3
573,"Infinix GT 20 Pro (Mecha Orange, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,4.3
574,"vivo V60 e (Elite Purple, 256 GB)",Not given,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display200MP Rear Camera6500 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.8
575,"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
576,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
577,"realme P2 Pro 5G (Parrot Green, 128 GB)","₹25,897",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
578,"Motorola Edge 30 Fusion (Viva Magenta, 128 GB)","₹37,668",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP + 2MP | 32MP Front Camera4400 mAh Lithium BatteryQualcomm Snapdragon 888 + Processor1 Year on Handset and 6 Months on Accessories,4.2
579,"realme 14 Pro Lite 5G (Glass Purple, 256 GB)","₹23,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
580,"MOTOROLA edge 70 pro (Marble - PANTONE Lily white (white), 256 GB)","₹39,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Super AMOLED Display50MP + 50MP | 50MP Front Camera6500 mAh Silicon-Carbon BatteryDimensity 8500 Extreme Processor1 Year on Handset and 6 Months on Accessories,4.5
581,"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹34,159",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty,4.5
582,"OnePlus Nord 2T 5G (Jade Fog, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery12 Month,4.3
583,"realme 13 Pro 5G (Monet Gold, 128 GB)","₹20,891",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
584,"Nothing Phone (4a) Pro (Black, 256 GB)","₹52,999",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 32MP Front Camera5400 mAh Lithium ion BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturing Warranty,4.5
585,"realme P4 Pro 5G (Dark Oak Wood, 256 GB)","₹30,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
586,"Samsung Galaxy A26 5G (Awesome White, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4
587,"Samsung Galaxy A34 5G (Awesome Graphite, 128 GB)","₹23,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",4.3
588,"vivo V50 5G (Starry Night, 256 GB)","₹34,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,4.5
589,"Nothing Phone (4a) Pro (Silver, 128 GB)","₹49,999",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 32MP Front Camera5400 mAh Lithium ion BatterySnapdragon 7 Gen 4 Processor1 Year Manufacturing Warranty,4.5
590,"realme 13 Pro+ 5G (Monet Gold, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
591,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 13MP | 32MP Front Camera5500 mAh BatteryDimensity 7400 Processor68W Charger1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
592,"POCO M7 Pro 5G (Lavender Frost, 256 GB)","₹16,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
593,"realme GT 6T 5G (Fluid Silver, 512 GB)",Not given,12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5
594,"realme 14 Pro Lite 5G (Glass Gold, 128 GB)","₹32,990",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
595,"REDMI Note 15 Pro + 5G (Coffee Mocha, 256 GB)",Not given,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display200MP Rear Camera6500 mAh Battery12 Months Brand Warranty,4.3
596,"MOTOROLA edge 70 pro (Tailored Fabric - PANTONE Titan (Blue), 256 GB)","₹39,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Super AMOLED Display50MP + 50MP | 50MP Front Camera6500 mAh Silicon-Carbon BatteryDimensity 8500 Extreme Processor1 Year on Handset and 6 Months on Accessories,4.5
597,"vivo V30 5G (Andaman Blue, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
598,"realme 13 Pro 5G (Monet Gold, 256 GB)","₹25,493",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
599,"realme 13 Pro 5G (Emerald Green, 512 GB)","₹26,999",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
600,"realme P4R 5G (Silver Glare, 128 GB)","₹18,999",4 GB RAM | 128 GB ROM17.27 cm (6.8 inch) HD+ Display50MP Rear Camera | 8MP Front Camera8000 mAh Lithium-ion polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
601,"Infinix Note edge (Stellar Blue, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP Rear Camera | 13MP Front Camera6500 mAh BatteryDimensity 7100 Processor1 year for Handset 6 months for Accessories,4.3
602,"Infinix Note edge (Silk Green, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP Rear Camera | 13MP Front Camera6500 mAh BatteryDimensity 7100 Processor1 year for Handset 6 months for Accessories,4.2
603,"Infinix Note edge (Silk Green, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP Rear Camera | 13MP Front Camera6500 mAh BatteryDimensity 7100 Processor1 year for Handset 6 months for Accessories,4.3
604,"Infinix Note edge (Solar Orange, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP Rear Camera | 13MP Front Camera6500 mAh BatteryDimensity 7100 Processor1 year for Handset 6 months for Accessories,4.2
605,"Samsung Galaxy F17 5G (Neo Black, 128 GB)","₹18,944",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP | 13MP Front Camera5000 mAh BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
606,"OPPO A6x 5G (Olive Green, 128 GB)","₹20,999",6 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
607,"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹20,565",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,4.2
608,"Infinix Note edge (Lunar Titanium, 128 GB)","₹22,999",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP Rear Camera | 13MP Front Camera6500 mAh BatteryDimensity 7100 Processor1 year for Handset 6 months for Accessories,4.3
609,"OPPO A6x 5G (Ice Blue, 128 GB)","₹20,999",6 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
610,"OPPO Reno5 Pro 5G (Astral Blue, 128 GB)","₹23,499",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4350 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1000+ (MT6889) Processor65W Super VOOC 2.0 Charging | ColorOS 11.1 (Based on Android 11)3D Borderless Sense Screen | AI Highlight Video (Ultra Night Video + Live HDR) | Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,4.4
611,"vivo Y21 5G (Straw Gold, 128 GB)","₹21,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Full HD Display50MP + 0.08MP | 5MP Front Camera6500 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.7
612,"Alcatel V3 Ultra 5G (Hyper Blue, 128 GB)","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera5010 mAh BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,4.1
